--Loading Dataset--
--Finished Loading Dataset--
--Initialized Transcoder--
--Created Dataloader--
--Beginning Training--
         14709571 function calls (14634871 primitive calls) in 189.005 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.matmul}
        1    0.000    0.000    0.000    0.000 meijerint.py:1(<module>)
        6    0.000    0.000    0.000    0.000 module.py:466(__init__)
        5    0.000    0.000    0.000    0.000 sampler.py:160(num_samples)
        1    0.000    0.000    0.000    0.000 coreviews.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exprtools.py:1(<module>)
      269    0.000    0.000    0.000    0.000 iterables.py:3083(is_sequence)
        1    0.000    0.000    0.000    0.000 projection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 output_graph.py:268(OutputGraph)
        2    0.000    0.000    0.000    0.000 {method 'matmul' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:360(mkdtemp)
       70    0.000    0.000    0.000    0.000 tokenize.py:390(find_cookie)
        1    0.000    0.000    0.000    0.000 convert_matrix.py:1(<module>)
       41    0.000    0.000    0.000    0.000 sorting.py:179(_nodes)
       58    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
     1210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1157(__init__)
       37    0.000    0.000    0.000    0.000 decorators.py:214(make_wrapped)
        1    0.000    0.000    0.000    0.000 wiener.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generators.py:1(<module>)
      654    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       10    0.000    0.000    0.000    0.000 {built-in method torch.zeros_like}
        1    0.000    0.000    0.000    0.000 laplacianmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quaternion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 equitable_coloring.py:1(<module>)
        2    0.000    0.000    0.000    0.000 decorators.py:68(disable)
        1    0.000    0.000    0.000    0.000 str.py:1(<module>)
        1    0.000    0.000    0.000    0.000 regular.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trophic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dominating.py:1(<module>)
      325    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
      169    0.000    0.000    0.000    0.000 decorator.py:184(public)
       15    0.000    0.000    0.000    0.000 _compile.py:27(_disable_dynamo)
       30    0.000    0.000    0.000    0.000 typing.py:1874(__init__)
        1    0.000    0.000    0.000    0.000 _cache.py:87(CacheArtifactManager)
        1    0.000    0.000    0.000    0.000 lowest_common_ancestors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbol.py:22(SymT)
        1    0.000    0.000    0.000    0.000 trees.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method torch.ones}
        1    0.000    0.000    0.000    0.000 _unshard_param_utils.py:1(<module>)
      111    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        3    0.000    0.000    0.000    0.000 {method 'random_' of 'torch._C.TensorBase' objects}
       10    0.000    0.000    0.000    0.000 utils.py:194(inner)
       12    0.000    0.000    0.000    0.000 symbol.py:325(__new__)
       17    0.000    0.000    0.000    0.000 threading.py:1045(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 lazy.py:206(_populate)
        1    0.000    0.000    0.000    0.000 trace_rules.py:3015(_builtin_function_ids)
        1    0.000    0.000    0.000    0.000 signal_handling.py:54(_set_SIGCHLD_handler)
       17    0.000    0.000    0.000    0.000 symbolic_shapes.py:247(inner)
      360    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
        1    0.000    0.000    0.000    0.000 swap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 efficiency_measures.py:1(<module>)
        2    0.000    0.000    0.000    0.000 edgelist.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 smtlib.py:25(SMTLibPrinter)
        1    0.000    0.000    0.000    0.000 _experimental_tma.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _tensor.py:313(_reduce_ex_internal)
      455    0.000    0.000    0.000    0.000 _config_module.py:306(__init__)
        1    0.000    0.000    0.000    0.000 rational.py:1(<module>)
        4    0.000    0.000    0.000    0.000 utils.py:386(disp_trim)
        1    0.000    0.000    0.000    0.000 polyoptions.py:300(Wrt)
       85    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
      314    0.000    0.000    0.000    0.000 function.py:152(<lambda>)
        1    0.000    0.000    0.000    0.000 ramsey.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _common.py:62(_register_sharded_op_on_local_shards)
     1635    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
        1    0.000    0.000    0.000    0.000 weakly_connected.py:1(<module>)
      188    0.000    0.000    0.000    0.000 __init__.py:196(__init__)
       57    0.000    0.000    0.000    0.000 _builtins.py:188(_register_builtin)
        2    0.000    0.000    0.000    0.000 operations.py:623(register_handlerclass)
        5    0.000    0.000    0.000    0.000 typing.py:1575(__getitem__)
        1    0.000    0.000    0.000    0.000 polytools.py:106(Poly)
      195    0.000    0.000    0.000    0.000 inspect.py:1465(repl)
       12    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
       12    0.000    0.000    0.000    0.000 __init__.py:396(__getitem__)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert.py:1(<module>)
      8/2    0.000    0.000    0.000    0.000 module.py:2836(train)
       51    0.000    0.000    0.000    0.000 sympify.py:514(_sympify)
        2    0.000    0.000    0.000    0.000 kind.py:287(_)
        4    0.000    0.000    0.000    0.000 context.py:80(Semaphore)
        1    0.000    0.000    0.000    0.000 _cxx_pytree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graph_info_provider.py:8(GraphInfoProvider)
      318    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
        4    0.000    0.000    0.000    0.000 std.py:451(fp_write)
      193    0.000    0.000    0.000    0.000 typing.py:1569(<genexpr>)
        1    0.000    0.000    0.000    0.000 greedy_coloring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builder.py:388(VariableBuilder)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 degree_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _api.py:213(DTensor)
        1    0.000    0.000    0.000    0.000 bytecode_transformation.py:65(Instruction)
        1    0.000    0.000    0.000    0.000 ndim_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 external_utils.py:1(<module>)
       21    0.000    0.000    0.000    0.000 decorators.py:281(substitute_in_graph)
        1    0.000    0.000    0.000    0.000 synchronize.py:193(__init__)
     1118    0.000    0.000    0.000    0.000 _ops.py:913(overloadpacket)
        1    0.000    0.000    0.000    0.000 kronecker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 infer_schema.py:18(infer_schema)
        1    0.000    0.000    0.000    0.000 plane.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       35    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        1    0.000    0.000    0.000    0.000 config.py:683(decide_compile_threads)
        1    0.000    0.000    0.000    0.000 attracting.py:1(<module>)
       85    0.000    0.000    0.000    0.000 basic.py:288(__new__)
        4    0.000    0.000    0.000    0.000 symbol.py:339(_canonical_assumptions)
       88    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       33    0.000    0.000    0.000    0.000 utils.py:132(is_tensor_like_type)
        1    0.000    0.000    0.000    0.000 transpose.py:1(<module>)
       16    0.000    0.000    0.000    0.000 threading.py:1108(_delete)
     1436    0.000    0.000    0.000    0.000 selectors.py:199(__enter__)
        1    0.000    0.000    0.000    0.000 _ndarray.py:185(ndarray)
        1    0.000    0.000    0.000    0.000 metrics_context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quality.py:1(<module>)
        4    0.000    0.000    0.000    0.000 synchronize.py:132(__init__)
        1    0.000    0.000    0.000    0.000 gmpy.py:110(_get_flint)
      597    0.000    0.000    0.000    0.000 registration.py:259(onnx_symbolic)
        1    0.000    0.000    0.000    0.000 directed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api.py:33(ShardingStrategy)
        1    0.000    0.000    0.000    0.000 current_flow_betweenness_subset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 steinertree.py:1(<module>)
      203    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
       85    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
       13    0.000    0.000    0.000    0.000 std.py:110(__enter__)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:740(OrtBackend)
        1    0.000    0.000    0.000    0.000 gruntz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyconfig.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.pow}
       24    0.000    0.000    0.000    0.000 textwrap.py:470(indent)
        1    0.000    0.000    0.000    0.000 basic.py:156(Basic)
        1    0.000    0.000    0.000    0.000 mycielski.py:1(<module>)
        1    0.000    0.000    0.000    0.000 monomials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eigenvector.py:1(<module>)
        1    0.000    0.000    0.000    0.000 communicability_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathml.py:1(<module>)
     1191    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_right}
        1    0.000    0.000    0.000    0.000 graph_hashing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graphml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 broadcasting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 time_dependent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 funcmatrix.py:1(<module>)
       16    0.000    0.000    0.000    0.000 std.py:102(acquire)
        1    0.000    0.000    0.000    0.000 expanders.py:1(<module>)
  128/123    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
        1    0.000    0.000    0.000    0.000 symbolic_opset12.py:1(<module>)
       27    0.000    0.000    0.000    0.000 lazy.py:194(_create_realize_and_forward)
     1383    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
      875    0.000    0.000    0.000    0.000 {method 'popitem' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 trace_rules.py:2950(FunctionIdSet)
        1    0.000    0.000    0.000    0.000 pairs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codecache.py:2318(HalideCodeCache)
      597    0.000    0.000    0.000    0.000 registration.py:68(set_base)
      129    0.000    0.000    0.000    0.000 ctx_mp_python.py:979(_wrap_libmp_function)
     1211    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 assumptions_generated.py:1(<module>)
        1    0.000    0.000    0.000    0.000 graph_transform_observer.py:1(<module>)
        4    0.000    0.000    0.000    0.000 torch_function.py:179(<lambda>)
        1    0.000    0.000    0.000    0.000 kcomponents.py:197(_AntiGraph)
        1    0.000    0.000    0.000    0.000 train_copy_transcoder.py:21(__init__)
        1    0.000    0.000    0.000    0.000 edge_kcomponents.py:1(<module>)
     1211    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(get_filename)
        7    0.000    0.000    0.000    0.000 symbolic_shapes.py:2152(_lru_cache)
        1    0.000    0.000    0.000    0.000 compatibility.py:1(<module>)
      178    0.000    0.000    0.000    0.000 misc.py:500(as_int)
        1    0.000    0.000    0.000    0.000 types.py:40(GuardFn)
        1    0.000    0.000    0.000    0.000 summarization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 closeness.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subclass_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isolate.py:1(<module>)
      517    0.000    0.000    0.000    0.000 _parser.py:256(match)
        1    0.000    0.000    0.000    0.000 solve.py:1(<module>)
      192    0.000    0.000    0.000    0.000 enum.py:1543(_get_value)
        1    0.000    0.000    0.000    0.000 dominating_set.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:695(mtime)
        1    0.000    0.000    0.000    0.000 adjoint.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 label_propagation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse_ndim_array.py:1(<module>)
       17    0.000    0.000    0.000    0.000 typing.py:1753(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 context.py:75(Condition)
        1    0.000    0.000    0.000    0.000 polyconfig.py:52(configure)
      500    0.000    0.000    0.000    0.000 typing.py:1279(__eq__)
        4    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:340(_broadcast_to)
      201    0.000    0.000    0.000    0.000 _funcs.py:22(is_public_function)
        1    0.000    0.000    0.000    0.000 matrix.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.lshift}
      316    0.000    0.000    0.000    0.000 worker.py:101(get_worker_info)
        1    0.000    0.000    0.000    0.000 _common.py:33(wrapper)
